BudgetMonth,StoreKey,ChannelKey,Category,BudgetUnits,BudgetSales,BudgetGrossProfit,TargetMarginPct,Scenario,BudgetOwner,FiscalYear,FiscalQuarter,Year,MonthNum,MonthName
2022-10-01,215,2,Grocery,29,742.56,263.0,0.3542,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,215,2,Home Appliances,49,23858.22,7346.43,0.3079,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,215,2,Office Supplies,41,1809.83,683.33,0.3776,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,215,2,Sports,44,6310.5,2297.06,0.364,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,216,2,Beauty,70,3746.61,1121.16,0.2992,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-10-01,216,2,Electronics,44,39181.4,14009.17,0.3575,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,216,2,Fashion,55,5428.15,1598.59,0.2945,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-10-01,216,2,Furniture,31,14894.92,5300.5,0.3559,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,216,2,Grocery,37,1162.55,498.71,0.429,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,216,2,Home Appliances,42,17264.01,5760.35,0.3337,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,216,2,Office Supplies,37,1957.97,806.61,0.412,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,216,2,Sports,36,6462.71,2506.45,0.3878,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-10-01,217,2,Beauty,33,1361.08,447.49,0.3288,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,217,2,Electronics,71,77589.86,24962.28,0.3217,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,217,2,Fashion,62,6767.97,3025.51,0.447,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,217,2,Furniture,46,33303.08,11253.47,0.3379,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,217,2,Grocery,38,1155.24,448.66,0.3884,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-10-01,217,2,Home Appliances,45,23482.25,7207.55,0.3069,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,217,2,Office Supplies,97,4879.18,1869.84,0.3832,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,217,2,Sports,11,2105.41,585.55,0.2781,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,218,3,Beauty,194,9134.75,2771.63,0.3034,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,218,3,Electronics,281,273724.85,108004.58,0.3946,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,218,3,Fashion,303,33485.94,15129.64,0.4518,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,218,3,Furniture,394,223087.82,91870.69,0.4118,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,218,3,Grocery,337,6846.68,2661.1,0.3887,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,218,3,Home Appliances,497,214883.72,74748.2,0.3479,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-10-01,218,3,Office Supplies,646,27192.0,11023.44,0.4054,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-10-01,218,3,Sports,302,56955.61,18442.31,0.3238,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,219,3,Beauty,243,13045.03,4129.64,0.3166,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,219,3,Electronics,342,312332.72,117234.08,0.3753,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,219,3,Fashion,324,25573.89,9573.79,0.3744,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,219,3,Furniture,116,51454.22,14908.25,0.2897,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-10-01,219,3,Grocery,375,8008.16,2851.03,0.356,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,219,3,Home Appliances,439,179603.1,55486.04,0.3089,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-10-01,219,3,Office Supplies,208,6717.55,2500.04,0.3722,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,219,3,Sports,236,43128.11,16605.86,0.385,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,220,4,Beauty,59,2602.15,893.49,0.3434,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-10-01,220,4,Electronics,99,72117.05,26575.05,0.3685,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,220,4,Fashion,71,6126.02,2294.23,0.3745,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,220,4,Furniture,70,34971.58,11923.61,0.341,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,220,4,Grocery,85,2236.38,829.85,0.3711,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,220,4,Home Appliances,91,39984.5,14030.31,0.3509,Baseline,Commercial Planning,2023,FQ3,2022,10,October
2022-10-01,220,4,Office Supplies,68,2587.52,966.48,0.3735,Baseline,Finance Ops,2023,FQ3,2022,10,October
2022-10-01,220,4,Sports,75,11914.6,4547.82,0.3817,Baseline,Regional Director,2023,FQ3,2022,10,October
2022-11-01,201,1,Beauty,33,1784.56,628.89,0.3524,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,201,1,Electronics,35,35360.01,13432.68,0.3799,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,201,1,Fashion,12,1143.24,450.88,0.3944,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,201,1,Furniture,16,7375.23,2897.59,0.3929,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,201,1,Grocery,28,858.87,322.99,0.3761,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,201,1,Home Appliances,8,4923.06,2605.94,0.5293,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,201,1,Office Supplies,25,798.33,214.72,0.269,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,201,1,Sports,17,2638.71,951.61,0.3606,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,202,1,Beauty,25,1434.43,441.14,0.3075,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,202,1,Electronics,57,57289.5,22310.94,0.3894,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,202,1,Fashion,14,1302.84,579.56,0.4448,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,202,1,Furniture,6,1324.37,348.42,0.2631,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,202,1,Grocery,21,460.34,154.99,0.3367,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,202,1,Home Appliances,21,9180.83,3752.18,0.4087,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,202,1,Office Supplies,33,1283.26,534.61,0.4166,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,202,1,Sports,19,2785.45,793.81,0.285,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,203,1,Beauty,1,59.4,29.69,0.4998,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,203,1,Electronics,36,29345.51,11861.53,0.4042,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,203,1,Fashion,15,1400.2,514.68,0.3676,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,203,1,Furniture,8,4336.64,1163.14,0.2682,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,203,1,Grocery,22,523.77,213.07,0.4068,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,203,1,Home Appliances,22,8303.1,3282.36,0.3953,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,203,1,Office Supplies,23,1228.55,399.37,0.3251,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,203,1,Sports,12,1229.09,417.35,0.3396,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,204,1,Beauty,18,547.77,182.76,0.3336,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,204,1,Electronics,31,34789.01,13630.18,0.3918,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,204,1,Fashion,18,1675.25,428.47,0.2558,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,204,1,Furniture,23,15407.91,6417.22,0.4165,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,204,1,Grocery,13,211.14,66.84,0.3166,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,204,1,Home Appliances,18,9549.85,4127.01,0.4322,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,204,1,Office Supplies,12,490.56,168.59,0.3437,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,204,1,Sports,10,1888.36,760.67,0.4028,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,205,1,Beauty,25,833.86,238.71,0.2863,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,205,1,Electronics,55,49493.39,20448.92,0.4132,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,205,1,Fashion,24,1978.81,839.3,0.4241,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,205,1,Furniture,6,5445.83,1631.76,0.2996,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,205,1,Grocery,17,272.67,110.2,0.4042,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,205,1,Home Appliances,27,6462.44,2802.85,0.4337,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,205,1,Office Supplies,15,930.65,368.92,0.3964,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,205,1,Sports,19,2855.04,1076.79,0.3772,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,206,1,Beauty,9,410.55,155.84,0.3796,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,206,1,Electronics,59,42294.73,13720.8,0.3244,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,206,1,Fashion,19,1852.3,589.38,0.3182,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,206,1,Furniture,23,14649.29,6756.98,0.4612,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,206,1,Grocery,34,833.46,295.26,0.3543,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,206,1,Home Appliances,15,10464.39,3558.76,0.3401,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,206,1,Office Supplies,7,250.15,65.24,0.2608,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,206,1,Sports,11,1711.45,817.15,0.4775,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,207,1,Beauty,19,1291.51,459.95,0.3561,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,207,1,Electronics,26,24823.08,7440.31,0.2997,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,207,1,Fashion,21,1910.51,676.13,0.3539,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,207,1,Furniture,15,12068.59,3143.8,0.2605,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,207,1,Grocery,24,440.49,150.23,0.3411,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,207,1,Home Appliances,36,12466.58,4313.71,0.346,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,207,1,Office Supplies,14,799.09,250.51,0.3135,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,207,1,Sports,8,1008.03,303.07,0.3007,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,208,1,Beauty,24,1040.05,319.09,0.3068,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,208,1,Electronics,32,29225.27,14226.69,0.4868,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,208,1,Fashion,30,2892.42,942.88,0.326,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,208,1,Furniture,4,2611.14,906.92,0.3473,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,208,1,Grocery,36,788.54,271.84,0.3447,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,208,1,Home Appliances,37,20687.38,8205.61,0.3966,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,208,1,Office Supplies,33,1720.3,662.79,0.3853,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,208,1,Sports,22,5694.44,1950.99,0.3426,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,209,1,Beauty,14,892.7,372.92,0.4177,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,209,1,Electronics,47,38364.31,10374.9,0.2704,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,209,1,Fashion,16,992.23,250.46,0.2524,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,209,1,Furniture,21,16770.88,6480.58,0.3864,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,209,1,Grocery,25,379.91,136.44,0.3591,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,209,1,Home Appliances,10,5781.88,2730.85,0.4723,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,209,1,Office Supplies,24,871.08,306.23,0.3516,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,209,1,Sports,22,3562.52,1212.55,0.3404,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,210,1,Beauty,26,953.36,361.59,0.3793,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,210,1,Electronics,35,35549.75,11512.63,0.3238,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,210,1,Fashion,21,1855.62,537.82,0.2898,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,210,1,Furniture,12,8089.77,2601.94,0.3216,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,210,1,Grocery,24,540.83,177.9,0.3289,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,210,1,Home Appliances,16,8089.08,3487.12,0.4311,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,210,1,Office Supplies,29,1080.2,348.65,0.3228,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,210,1,Sports,15,2906.6,1367.27,0.4704,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,211,1,Beauty,5,219.72,71.76,0.3266,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,211,1,Electronics,36,25167.46,10524.13,0.4182,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,211,1,Fashion,12,1188.18,453.99,0.3821,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,211,1,Furniture,11,8615.84,3727.56,0.4326,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,211,1,Grocery,29,630.77,257.01,0.4075,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,211,1,Home Appliances,71,35738.18,13600.26,0.3806,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,211,1,Office Supplies,19,726.22,243.9,0.3358,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,211,1,Sports,26,6352.03,1961.19,0.3088,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,212,1,Beauty,9,339.34,156.04,0.4598,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,212,1,Electronics,48,57697.73,21881.97,0.3793,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,212,1,Fashion,38,3823.5,1078.03,0.2819,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,212,1,Furniture,37,22818.38,7396.97,0.3242,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,212,1,Grocery,19,336.12,157.68,0.4691,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,212,1,Home Appliances,14,4026.65,1740.26,0.4322,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,212,1,Office Supplies,22,1121.89,400.99,0.3574,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,212,1,Sports,7,913.32,383.07,0.4194,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,213,1,Beauty,6,290.84,42.33,0.1455,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,213,1,Electronics,23,23373.72,7935.59,0.3395,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,213,1,Fashion,16,1416.2,594.18,0.4196,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,213,1,Furniture,31,23167.17,6547.99,0.2826,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,213,1,Grocery,25,550.92,195.63,0.3551,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,213,1,Home Appliances,3,1478.14,554.65,0.3752,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,213,1,Office Supplies,10,311.77,128.37,0.4117,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,213,1,Sports,33,5780.67,2478.32,0.4287,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,214,1,Beauty,26,1249.71,385.64,0.3086,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,214,1,Electronics,37,37617.86,12860.96,0.3419,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,214,1,Fashion,27,2866.28,932.71,0.3254,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,214,1,Furniture,31,22367.01,6229.84,0.2785,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,214,1,Grocery,16,350.51,127.98,0.3651,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,214,1,Home Appliances,35,16827.0,6812.07,0.4048,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,214,1,Office Supplies,25,863.41,310.47,0.3596,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,214,1,Sports,15,2621.38,946.78,0.3612,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,215,2,Beauty,66,3056.52,921.01,0.3013,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,215,2,Electronics,119,98747.98,37788.3,0.3827,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,215,2,Fashion,56,5067.51,1867.36,0.3685,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,215,2,Furniture,40,16663.69,6659.72,0.3997,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,215,2,Grocery,15,368.72,127.57,0.346,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,215,2,Home Appliances,51,15756.0,6292.54,0.3994,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,215,2,Office Supplies,51,2385.78,1003.71,0.4207,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,215,2,Sports,44,8774.35,2966.41,0.3381,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,216,2,Beauty,34,2088.19,713.76,0.3418,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,216,2,Electronics,99,69203.22,24906.57,0.3599,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,216,2,Fashion,92,7609.47,2863.94,0.3764,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,216,2,Furniture,42,17773.92,6216.9,0.3498,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,216,2,Grocery,45,1094.43,386.87,0.3535,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,216,2,Home Appliances,72,22213.92,8201.05,0.3692,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,216,2,Office Supplies,45,1549.35,535.01,0.3453,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,216,2,Sports,22,5129.49,1765.42,0.3442,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,217,2,Beauty,106,5918.21,2008.71,0.3394,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,217,2,Electronics,135,143030.17,49421.17,0.3455,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,217,2,Fashion,46,4904.49,1777.98,0.3625,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,217,2,Furniture,23,14208.91,4077.37,0.287,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,217,2,Grocery,42,1075.26,416.08,0.387,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,217,2,Home Appliances,74,29492.3,9475.71,0.3213,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,217,2,Office Supplies,25,988.18,395.22,0.3999,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,217,2,Sports,47,8315.89,3408.32,0.4099,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,218,3,Beauty,335,21117.82,6832.03,0.3235,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,218,3,Electronics,748,754447.1,249936.92,0.3313,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,218,3,Fashion,176,19669.74,7510.28,0.3818,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,218,3,Furniture,154,63734.01,17882.41,0.2806,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,218,3,Grocery,397,9243.75,3475.74,0.376,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,218,3,Home Appliances,905,402316.51,137513.69,0.3418,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,218,3,Office Supplies,273,12501.96,4699.46,0.3759,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,218,3,Sports,174,35132.67,11406.69,0.3247,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,219,3,Beauty,564,26158.05,8301.48,0.3174,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,219,3,Electronics,625,580828.06,197841.8,0.3406,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,219,3,Fashion,233,25466.73,9255.29,0.3634,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,219,3,Furniture,282,187183.35,59185.04,0.3162,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,219,3,Grocery,457,10219.62,3909.44,0.3825,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,219,3,Home Appliances,540,229681.99,86193.85,0.3753,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,219,3,Office Supplies,419,17349.22,6608.77,0.3809,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,219,3,Sports,201,35341.31,11862.18,0.3356,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,220,4,Beauty,67,3357.04,1005.91,0.2996,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,220,4,Electronics,60,71558.49,25635.52,0.3582,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,220,4,Fashion,101,9811.32,3435.99,0.3502,Baseline,Regional Director,2023,FQ3,2022,11,November
2022-11-01,220,4,Furniture,71,30449.13,8767.37,0.2879,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,220,4,Grocery,95,2108.37,755.19,0.3582,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,220,4,Home Appliances,122,45304.22,20301.72,0.4481,Baseline,Finance Ops,2023,FQ3,2022,11,November
2022-11-01,220,4,Office Supplies,79,3619.59,1360.98,0.376,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-11-01,220,4,Sports,87,14208.49,5175.9,0.3643,Baseline,Commercial Planning,2023,FQ3,2022,11,November
2022-12-01,201,1,Beauty,36,1956.1,726.74,0.3715,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,201,1,Electronics,23,11585.02,4899.16,0.4229,Baseline,Commercial Planning,2023,FQ3,2022,12,December
2022-12-01,201,1,Fashion,17,1477.22,475.31,0.3218,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,201,1,Furniture,21,12951.49,4348.04,0.3357,Baseline,Regional Director,2023,FQ3,2022,12,December
2022-12-01,201,1,Grocery,25,360.2,123.77,0.3436,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,201,1,Home Appliances,8,2213.93,764.0,0.3451,Baseline,Commercial Planning,2023,FQ3,2022,12,December
2022-12-01,201,1,Office Supplies,44,1947.67,716.26,0.3678,Baseline,Commercial Planning,2023,FQ3,2022,12,December
2022-12-01,201,1,Sports,21,4339.71,1542.12,0.3554,Baseline,Regional Director,2023,FQ3,2022,12,December
2022-12-01,202,1,Beauty,31,1794.41,610.05,0.34,Baseline,Regional Director,2023,FQ3,2022,12,December
2022-12-01,202,1,Electronics,44,37839.06,15409.01,0.4072,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,202,1,Fashion,35,3032.8,1241.43,0.4093,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,202,1,Furniture,34,16189.91,4975.65,0.3073,Baseline,Commercial Planning,2023,FQ3,2022,12,December
2022-12-01,202,1,Grocery,4,165.76,64.33,0.3881,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,202,1,Home Appliances,23,9379.13,2763.02,0.2946,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,202,1,Office Supplies,16,547.61,207.52,0.379,Baseline,Regional Director,2023,FQ3,2022,12,December
2022-12-01,202,1,Sports,24,2645.75,663.28,0.2507,Baseline,Commercial Planning,2023,FQ3,2022,12,December
2022-12-01,203,1,Beauty,14,569.75,138.04,0.2423,Baseline,Commercial Planning,2023,FQ3,2022,12,December
2022-12-01,203,1,Electronics,55,47399.53,20516.02,0.4328,Baseline,Regional Director,2023,FQ3,2022,12,December
2022-12-01,203,1,Fashion,24,2081.71,789.87,0.3794,Baseline,Regional Director,2023,FQ3,2022,12,December
2022-12-01,203,1,Furniture,21,9984.63,3357.3,0.3362,Baseline,Commercial Planning,2023,FQ3,2022,12,December
2022-12-01,203,1,Grocery,33,692.91,226.49,0.3269,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,203,1,Home Appliances,17,6680.3,2904.18,0.4347,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,203,1,Office Supplies,26,1224.63,512.19,0.4182,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,203,1,Sports,23,3566.77,1304.49,0.3657,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,204,1,Beauty,51,2545.12,840.91,0.3304,Baseline,Commercial Planning,2023,FQ3,2022,12,December
2022-12-01,204,1,Electronics,34,26647.11,9667.54,0.3628,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,204,1,Fashion,21,1976.91,549.18,0.2778,Baseline,Finance Ops,2023,FQ3,2022,12,December
2022-12-01,204,1,Furniture,15,11692.58,3384.92,0.2895,Baseline,Finance Ops,2023,FQ3,2022,12,December
