SalesLineKey,OrderID,OrderLineNo,OrderDate,ShipDate,InvoiceDate,ReturnDate,CustomerKey,ProductKey,StoreKey,SalespersonKey,PromotionKey,ChannelKey,SalesRegion,Country,CustomerSegment,OrderPriority,PaymentMethod,ProductCategory,ProductSubcategory,Units,UnitPrice,ListPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,COGS,GrossProfit,TaxAmount,FreightAmount,ReturnedFlag,OnTimeShipFlag,DemandIndex
20124,ORD-20230322-020124,1,2023-03-22,2023-03-23,2023-03-22,,6482,1152,215,427,302,2,South,USA,Home Office,Low,Bank Transfer,Beauty,Makeup,2,49.45,49.11,0.09,98.9,8.9,90.0,65.23,24.77,6.52,10.37,0,1,76.0
20125,ORD-20230322-020125,1,2023-03-22,2023-03-23,2023-03-24,,5296,1043,220,437,0,4,North,USA,Consumer,High,Card,Home Appliances,Cooling,2,420.82,440.7,0.0,841.64,0.0,841.64,530.53,311.11,61.02,2.55,0,1,82.5
20126,ORD-20230322-020126,1,2023-03-22,2023-03-24,2023-03-23,2023-03-30,5593,1160,202,427,0,1,West,USA,Consumer,Medium,Wallet,Beauty,Personal Care,2,55.57,57.16,0.0,111.14,0.0,111.14,65.78,45.36,8.06,0.0,1,1,77.7
20127,ORD-20230322-020127,1,2023-03-22,2023-03-25,2023-03-23,,7615,1015,220,425,0,4,North,USA,Consumer,Medium,Card,Electronics,Phone,5,1717.57,1782.93,0.0,8587.85,0.0,8587.85,4905.13,3682.72,622.62,11.18,0,1,73.2
20128,ORD-20230322-020128,1,2023-03-22,2023-03-24,2023-03-24,,5629,1031,215,421,302,2,South,USA,Corporate,High,Card,Home Appliances,Kitchen,1,554.85,517.98,0.14,554.85,77.68,477.17,265.9,211.27,34.59,11.6,0,1,88.1
20129,ORD-20230322-020129,1,2023-03-22,2023-03-24,2023-03-22,,9333,1066,209,403,302,1,East,USA,Consumer,Medium,Bank Transfer,Furniture,Living Room,3,432.58,429.24,0.09,1297.74,116.8,1180.94,760.57,420.37,85.62,0.0,0,1,88.8
20130,ORD-20230322-020130,1,2023-03-22,2023-03-24,2023-03-23,,8418,1020,210,419,0,1,West,USA,Corporate,High,Card,Electronics,Phone,1,296.29,314.43,0.0,296.29,0.0,296.29,168.44,127.85,21.48,0.0,0,1,70.9
20131,ORD-20230322-020131,1,2023-03-22,2023-03-22,2023-03-23,,7271,1128,206,458,0,1,South,USA,Consumer,Medium,Net Terms,Sports,Outdoor,4,298.97,281.37,0.0,1195.88,0.0,1195.88,820.06,375.82,86.7,0.0,0,1,89.0
20132,ORD-20230322-020132,1,2023-03-22,2023-03-24,2023-03-22,,8358,1043,217,442,0,2,North,USA,Small Business,High,Card,Home Appliances,Cooling,2,440.64,447.67,0.0,881.28,0.0,881.28,534.59,346.69,63.89,4.56,0,1,75.1
20133,ORD-20230322-020133,1,2023-03-22,2023-03-23,2023-03-23,,8343,1104,209,431,302,1,East,USA,Small Business,Low,Card,Grocery,Beverages,2,23.8,24.3,0.14,47.6,6.66,40.94,32.14,8.8,2.97,0.0,0,1,81.5
20134,ORD-20230322-020134,1,2023-03-22,2023-03-22,2023-03-24,,6059,1122,203,448,0,1,West,USA,Consumer,High,Cash,Sports,Fitness,2,87.58,82.96,0.0,175.16,0.0,175.16,102.9,72.26,12.7,0.0,0,1,77.0
20135,ORD-20230323-020135,1,2023-03-23,2023-03-23,2023-03-23,,6054,1165,220,435,0,4,North,USA,Consumer,High,Wallet,Office Supplies,Paper,3,80.28,74.35,0.0,240.84,0.0,240.84,131.13,109.71,17.46,9.11,0,1,82.8
20136,ORD-20230323-020136,1,2023-03-23,2023-03-25,2023-03-23,,7511,1129,216,405,0,2,East,USA,Corporate,Critical,Card,Sports,Outdoor,1,137.56,141.6,0.01,137.56,1.38,136.18,66.01,70.17,9.87,4.63,0,1,78.9
20137,ORD-20230323-020137,1,2023-03-23,2023-03-24,2023-03-24,,5970,1153,219,405,306,3,South,USA,Consumer,Medium,Bank Transfer,Beauty,Makeup,20,11.34,10.78,0.11,226.8,24.95,201.85,117.51,84.34,8.07,39.89,0,1,72.4
20138,ORD-20230323-020138,1,2023-03-23,2023-03-25,2023-03-24,,6793,1022,209,421,0,1,East,USA,Consumer,Medium,Card,Electronics,Audio,1,353.8,337.99,0.0,353.8,0.0,353.8,159.86,193.94,25.65,0.0,0,1,73.7
20139,ORD-20230323-020139,1,2023-03-23,2023-03-25,2023-03-23,,7567,1152,216,450,302,2,East,USA,Home Office,High,Net Terms,Beauty,Makeup,2,52.33,49.41,0.11,104.66,11.51,93.15,65.2,27.95,6.75,4.11,0,1,78.2
20140,ORD-20230323-020140,1,2023-03-23,2023-03-24,2023-03-23,,7594,1120,203,447,0,1,West,USA,Consumer,Medium,Wallet,Sports,Fitness,6,153.96,153.92,0.0,923.76,0.0,923.76,509.5,414.26,66.97,0.0,0,1,80.5
20141,ORD-20230323-020141,1,2023-03-23,2023-03-27,2023-03-23,,8910,1160,220,447,0,4,North,USA,Consumer,High,Card,Beauty,Personal Care,8,54.25,58.69,0.0,434.0,0.0,434.0,266.42,167.58,31.46,8.23,0,1,81.2
20142,ORD-20230323-020142,1,2023-03-23,2023-03-23,2023-03-24,,9214,1081,203,441,0,1,West,USA,Consumer,High,Card,Fashion,Men Apparel,4,76.01,72.41,0.0,304.04,0.0,304.04,191.84,112.2,22.04,0.0,0,1,84.2
20143,ORD-20230323-020143,1,2023-03-23,2023-03-26,2023-03-24,,9671,1027,216,417,0,2,East,USA,Corporate,High,Cash,Electronics,Audio,1,1146.87,1144.29,0.0,1146.87,0.0,1146.87,709.42,437.45,83.15,7.49,0,0,73.1
20144,ORD-20230323-020144,1,2023-03-23,2023-03-25,2023-03-23,,8595,1003,215,444,0,2,South,USA,Consumer,Medium,Card,Electronics,Laptop,4,1198.3,1169.51,0.0,4793.2,0.0,4793.2,2751.79,2041.41,347.51,9.9,0,1,85.0
20145,ORD-20230323-020145,1,2023-03-23,2023-03-24,2023-03-24,,8994,1176,216,448,0,2,East,USA,Small Business,High,Card,Office Supplies,Storage,2,53.56,57.85,0.01,107.12,1.07,106.05,74.33,31.72,7.69,7.55,0,1,87.9
20146,ORD-20230323-020146,1,2023-03-23,2023-03-26,2023-03-24,,9726,1167,219,442,0,3,South,USA,Consumer,Low,Bank Transfer,Office Supplies,Paper,4,57.38,61.27,0.0,229.52,0.0,229.52,149.6,79.92,9.18,3.67,0,1,87.4
20147,ORD-20230323-020147,1,2023-03-23,2023-03-26,2023-03-23,,5801,1140,214,447,0,1,West,USA,Consumer,Medium,Card,Sports,Athleisure,4,288.49,283.12,0.0,1153.96,0.0,1153.96,628.1,525.86,83.66,0.0,0,0,86.8
20148,ORD-20230323-020148,1,2023-03-23,2023-03-23,2023-03-24,,5914,1042,212,427,0,1,South,USA,Corporate,High,Wallet,Home Appliances,Cleaning,1,313.77,340.28,0.0,313.77,0.0,313.77,169.9,143.87,22.75,0.0,0,1,89.9
20149,ORD-20230323-020149,1,2023-03-23,2023-03-28,2023-03-24,,5089,1136,218,457,306,3,North,USA,Small Business,High,Card,Sports,Athleisure,4,190.07,190.25,0.05,760.28,38.01,722.27,344.5,377.77,28.89,5.61,0,0,84.8
20150,ORD-20230323-020150,1,2023-03-23,2023-03-24,2023-03-23,,6251,1157,217,435,0,2,North,USA,Consumer,Medium,Wallet,Beauty,Personal Care,6,42.51,40.77,0.0,255.06,0.0,255.06,136.32,118.74,18.49,11.07,0,1,89.5
20151,ORD-20230323-020151,1,2023-03-23,2023-03-23,2023-03-24,,8758,1008,208,427,0,1,East,USA,Small Business,Medium,Card,Electronics,Tablet,2,1243.88,1240.91,0.0,2487.76,0.0,2487.76,1744.18,743.58,180.36,0.0,0,1,72.3
20152,ORD-20230323-020152,1,2023-03-23,2023-03-26,2023-03-24,,8662,1137,206,413,308,1,South,USA,Consumer,Medium,Net Terms,Sports,Athleisure,1,289.5,296.54,0.08,289.5,23.16,266.34,196.99,69.35,19.31,0.0,0,0,86.1
20153,ORD-20230323-020153,1,2023-03-23,2023-03-26,2023-03-23,,6652,1167,219,449,302,3,South,USA,Home Office,Medium,Wallet,Office Supplies,Paper,30,55.64,59.38,0.1,1669.2,166.92,1502.28,1131.27,371.01,60.09,37.41,0,1,70.7
20154,ORD-20230323-020154,1,2023-03-23,2023-03-25,2023-03-23,2023-04-14,6630,1129,220,423,0,4,North,USA,Home Office,High,Card,Sports,Outdoor,3,144.44,143.64,0.0,433.32,0.0,433.32,197.21,236.11,31.42,3.29,1,1,83.8
20155,ORD-20230323-020155,1,2023-03-23,2023-03-24,2023-03-24,,9420,1135,215,444,0,2,South,USA,Corporate,High,Cash,Sports,Athleisure,4,192.71,182.69,0.0,770.84,0.0,770.84,417.99,352.85,55.89,4.41,0,1,81.8
20156,ORD-20230323-020156,1,2023-03-23,2023-03-26,2023-03-23,,8972,1136,218,447,306,3,North,USA,Consumer,Medium,Net Terms,Sports,Athleisure,10,186.99,185.78,0.09,1869.9,168.29,1701.61,847.52,854.09,68.06,5.1,0,1,79.5
20157,ORD-20230323-020157,1,2023-03-23,2023-03-26,2023-03-24,,6261,1024,217,458,0,2,North,USA,Consumer,Medium,Card,Electronics,Audio,6,1590.61,1531.58,0.0,9543.66,0.0,9543.66,4655.66,4888.0,691.92,6.73,0,0,72.0
20158,ORD-20230323-020158,1,2023-03-23,2023-03-23,2023-03-24,,7693,1134,201,405,0,1,South,USA,Consumer,High,Card,Sports,Athleisure,3,155.32,160.2,0.0,465.96,0.0,465.96,245.38,220.58,33.78,0.0,0,1,78.9
20159,ORD-20230323-020159,1,2023-03-23,2023-03-23,2023-03-25,,9810,1144,202,410,0,1,West,USA,Small Business,Medium,Card,Beauty,Skincare,8,61.65,62.82,0.0,493.2,0.0,493.2,352.11,141.09,35.76,0.0,0,1,76.0
20160,ORD-20230323-020160,1,2023-03-23,2023-03-25,2023-03-23,,7425,1031,217,411,302,2,North,USA,Consumer,Medium,Card,Home Appliances,Kitchen,2,521.77,504.06,0.14,1043.54,146.1,897.44,549.65,347.79,65.06,10.47,0,1,73.6
20161,ORD-20230323-020161,1,2023-03-23,2023-03-26,2023-03-23,,9687,1117,215,459,0,2,South,USA,Corporate,High,Card,Grocery,Staples,5,4.79,4.91,0.02,23.95,0.48,23.47,12.59,10.88,1.7,11.12,0,0,76.0
20162,ORD-20230323-020162,1,2023-03-23,2023-03-26,2023-03-23,,6190,1139,218,402,302,3,North,USA,Small Business,Medium,Wallet,Sports,Athleisure,8,71.93,73.18,0.14,575.44,80.56,494.88,267.74,227.14,19.8,16.99,0,1,85.4
20163,ORD-20230323-020163,1,2023-03-23,2023-03-26,2023-03-25,,7110,1125,216,459,302,2,East,USA,Consumer,Medium,Wallet,Sports,Fitness,8,250.4,233.75,0.14,2003.2,280.45,1722.75,1295.1,427.65,124.9,7.26,0,0,85.2
20164,ORD-20230323-020164,1,2023-03-23,2023-03-25,2023-03-23,,6341,1086,220,451,0,4,North,USA,Corporate,Critical,Card,Fashion,Women Apparel,3,152.6,150.19,0.0,457.8,0.0,457.8,287.2,170.6,33.19,3.66,0,1,88.9
20165,ORD-20230323-020165,1,2023-03-23,2023-03-24,2023-03-25,,6783,1111,215,422,0,2,South,USA,Corporate,Low,Card,Grocery,Snacks,6,36.95,38.67,0.01,221.7,2.22,219.48,131.41,88.07,15.91,2.62,0,1,76.9
20166,ORD-20230323-020166,1,2023-03-23,2023-03-24,2023-03-24,,9694,1081,210,438,0,1,West,USA,Consumer,High,Card,Fashion,Men Apparel,4,76.56,72.43,0.0,306.24,0.0,306.24,181.46,124.78,22.2,0.0,0,1,74.1
20167,ORD-20230323-020167,1,2023-03-23,2023-03-26,2023-03-23,,5339,1078,214,448,0,1,West,USA,Consumer,Medium,Card,Fashion,Men Apparel,2,135.28,128.1,0.0,270.56,0.0,270.56,155.51,115.05,19.62,0.0,0,0,82.5
20168,ORD-20230323-020168,1,2023-03-23,2023-03-27,2023-03-24,,6400,1151,215,422,0,2,South,USA,Consumer,Medium,Wallet,Beauty,Makeup,6,56.68,53.75,0.0,340.08,0.0,340.08,167.64,172.44,24.66,5.98,0,0,82.9
20169,ORD-20230323-020169,1,2023-03-23,2023-03-25,2023-03-23,,8607,1040,220,429,302,4,North,USA,Home Office,Critical,Card,Home Appliances,Cleaning,3,373.52,396.83,0.09,1120.56,100.85,1019.71,604.7,415.01,73.93,9.95,0,1,79.2
20170,ORD-20230323-020170,1,2023-03-23,2023-03-26,2023-03-24,,8159,1135,208,410,302,1,East,USA,Consumer,Medium,Net Terms,Sports,Athleisure,1,182.09,178.43,0.13,182.09,23.67,158.42,103.33,55.09,11.49,0.0,0,0,78.9
20171,ORD-20230323-020171,1,2023-03-23,2023-03-25,2023-03-23,,9872,1126,220,442,0,4,North,USA,Corporate,Critical,Net Terms,Sports,Fitness,2,249.39,233.48,0.0,498.78,0.0,498.78,250.27,248.51,36.16,7.58,0,1,75.2
20172,ORD-20230323-020172,1,2023-03-23,2023-03-27,2023-03-25,,7789,1124,220,444,0,4,North,USA,Home Office,Critical,Card,Sports,Fitness,5,124.72,125.42,0.0,623.6,0.0,623.6,384.52,239.08,45.21,8.85,0,1,84.6
20173,ORD-20230323-020173,1,2023-03-23,2023-03-26,2023-03-24,,8171,1040,215,452,0,2,South,USA,Consumer,Medium,Card,Home Appliances,Cleaning,2,379.79,393.37,0.0,759.58,0.0,759.58,402.61,356.97,55.07,5.84,0,0,85.8
20174,ORD-20230323-020174,1,2023-03-23,2023-03-25,2023-03-23,,9269,1039,207,431,302,1,North,USA,Corporate,Medium,Card,Home Appliances,Cleaning,1,568.67,545.11,0.1,568.67,56.87,511.8,375.92,135.88,37.11,0.0,0,1,79.4
20175,ORD-20230323-020175,1,2023-03-23,2023-03-23,2023-03-23,,9924,1107,208,421,0,1,East,USA,Consumer,Medium,Card,Grocery,Snacks,2,44.72,42.87,0.0,89.44,0.0,89.44,50.28,39.16,6.48,0.0,0,1,88.5
20176,ORD-20230323-020176,1,2023-03-23,2023-03-25,2023-03-25,,9706,1098,208,459,0,1,East,USA,Small Business,High,Card,Fashion,Footwear,5,39.17,40.15,0.0,195.85,0.0,195.85,128.36,67.49,14.2,0.0,0,1,82.2
20177,ORD-20230323-020177,1,2023-03-23,2023-03-24,2023-03-24,,8907,1092,206,434,0,1,South,USA,Home Office,Medium,Net Terms,Fashion,Footwear,7,40.11,38.15,0.0,280.77,0.0,280.77,129.84,150.93,20.36,0.0,0,1,70.2
20178,ORD-20230323-020178,1,2023-03-23,2023-03-27,2023-03-24,2023-04-07,9898,1155,215,440,302,2,South,USA,Consumer,Low,Wallet,Beauty,Personal Care,7,28.28,30.04,0.1,197.96,19.8,178.16,125.3,52.86,12.92,5.21,1,0,75.1
20179,ORD-20230323-020179,1,2023-03-23,2023-03-25,2023-03-25,,8093,1060,207,434,0,1,North,USA,Corporate,Critical,Cash,Furniture,Office Furniture,5,1002.5,1040.4,0.0,5012.5,0.0,5012.5,3678.93,1333.57,363.41,0.0,0,1,72.0
20180,ORD-20230323-020180,1,2023-03-23,2023-03-26,2023-03-25,,9904,1069,219,433,0,3,South,USA,Consumer,High,Net Terms,Furniture,Living Room,12,524.51,543.7,0.0,6294.12,0.0,6294.12,4422.38,1871.74,251.76,16.65,0,1,71.7
20181,ORD-20230323-020181,1,2023-03-23,2023-03-24,2023-03-25,,7794,1163,206,439,0,1,South,USA,Consumer,Medium,Card,Office Supplies,Paper,2,29.31,29.61,0.0,58.62,0.0,58.62,39.32,19.3,4.25,0.0,0,1,81.4
20182,ORD-20230323-020182,1,2023-03-23,2023-03-23,2023-03-24,,5119,1181,211,453,0,1,East,USA,Consumer,Critical,Wallet,Office Supplies,Storage,7,36.21,34.84,0.0,253.47,0.0,253.47,109.94,143.53,18.38,0.0,0,1,79.3
20183,ORD-20230323-020183,1,2023-03-23,2023-03-26,2023-03-24,,7818,1003,215,449,309,2,South,USA,Consumer,Medium,Card,Electronics,Laptop,5,1019.5,1151.58,0.19,5097.5,968.52,4128.98,3607.04,521.94,299.35,4.49,0,0,72.4
20184,ORD-20230323-020184,1,2023-03-23,2023-03-26,2023-03-24,2023-04-28,7542,1091,220,404,0,4,North,USA,Consumer,Medium,Card,Fashion,Women Apparel,1,150.63,162.51,0.0,150.63,0.0,150.63,89.51,61.12,10.92,9.68,1,1,85.9
20185,ORD-20230323-020185,1,2023-03-23,2023-03-25,2023-03-24,,8975,1028,215,417,0,2,South,USA,Consumer,Low,Cash,Electronics,Audio,3,1230.4,1186.94,0.01,3691.2,36.91,3654.29,1974.06,1680.23,264.94,6.3,0,1,70.4
20186,ORD-20230323-020186,1,2023-03-23,2023-03-25,2023-03-25,,7615,1114,217,411,309,2,North,USA,Consumer,Medium,Wallet,Grocery,Staples,6,13.09,12.48,0.16,78.54,12.57,65.97,52.07,13.9,4.78,9.23,0,1,71.8
20187,ORD-20230323-020187,1,2023-03-23,2023-03-27,2023-03-25,,9150,1026,219,411,0,3,South,USA,Consumer,Medium,Card,Electronics,Audio,30,830.05,839.59,0.0,24901.5,0.0,24901.5,17320.01,7581.49,996.06,34.54,0,1,84.9
20188,ORD-20230323-020188,1,2023-03-23,2023-03-23,2023-03-24,,5774,1026,219,449,0,3,South,USA,Corporate,Medium,Cash,Electronics,Audio,25,949.87,884.92,0.0,23746.75,0.0,23746.75,14432.63,9314.12,949.87,38.64,0,1,88.1
20189,ORD-20230323-020189,1,2023-03-23,2023-03-26,2023-03-23,,8624,1106,220,454,0,4,North,USA,Consumer,High,Card,Grocery,Snacks,1,30.53,32.4,0.0,30.53,0.0,30.53,21.18,9.35,2.21,7.52,0,1,83.5
20190,ORD-20230323-020190,1,2023-03-23,2023-03-26,2023-03-24,,9070,1153,201,444,0,1,South,USA,Corporate,Critical,Card,Beauty,Makeup,12,10.43,10.88,0.0,125.16,0.0,125.16,70.55,54.61,9.07,0.0,0,0,74.9
20191,ORD-20230323-020191,1,2023-03-23,2023-03-27,2023-03-24,2023-05-02,7458,1073,219,449,306,3,South,USA,Small Business,Low,Card,Furniture,Bedroom,30,1175.55,1221.54,0.1,35266.5,3526.65,31739.85,19662.5,12077.35,1269.59,69.1,1,1,78.5
20192,ORD-20230323-020192,1,2023-03-23,2023-03-25,2023-03-24,2023-05-07,6301,1075,205,429,0,1,South,USA,Small Business,Medium,Card,Furniture,Bedroom,1,194.72,209.46,0.0,194.72,0.0,194.72,101.33,93.39,14.12,0.0,1,1,77.3
20193,ORD-20230323-020193,1,2023-03-23,2023-03-24,2023-03-23,,5242,1005,220,450,0,4,North,USA,Small Business,High,Card,Electronics,Laptop,7,410.76,402.73,0.0,2875.32,0.0,2875.32,1421.69,1453.63,208.46,3.39,0,1,78.0
20194,ORD-20230323-020194,1,2023-03-23,2023-03-24,2023-03-23,,9512,1088,210,447,0,1,West,USA,Small Business,High,Card,Fashion,Women Apparel,1,98.61,96.37,0.0,98.61,0.0,98.61,66.2,32.41,7.15,0.0,0,1,76.1
20195,ORD-20230324-020195,1,2023-03-24,2023-03-27,2023-03-24,,8647,1141,220,428,0,4,North,USA,Corporate,High,Card,Beauty,Skincare,3,73.79,75.05,0.0,221.37,0.0,221.37,159.67,61.7,16.05,9.49,0,1,77.6
20196,ORD-20230324-020196,1,2023-03-24,2023-03-26,2023-03-26,,7496,1071,220,417,0,4,North,USA,Corporate,Medium,Wallet,Furniture,Bedroom,1,746.6,718.7,0.0,746.6,0.0,746.6,467.12,279.48,54.13,9.12,0,1,75.9
20197,ORD-20230324-020197,1,2023-03-24,2023-03-24,2023-03-24,,5181,1116,213,432,0,1,North,USA,Small Business,Low,Net Terms,Grocery,Staples,1,8.26,7.87,0.0,8.26,0.0,8.26,4.23,4.03,0.6,0.0,0,1,88.6
20198,ORD-20230324-020198,1,2023-03-24,2023-03-27,2023-03-25,,6326,1136,220,410,0,4,North,USA,Small Business,Medium,Card,Sports,Athleisure,1,192.29,188.4,0.01,192.29,1.92,190.37,87.64,102.73,13.8,7.44,0,1,89.8
20199,ORD-20230324-020199,1,2023-03-24,2023-03-28,2023-03-24,,8764,1143,201,427,307,1,South,USA,Consumer,High,Cash,Beauty,Skincare,1,57.64,53.95,0.1,57.64,5.76,51.88,32.47,19.41,3.76,0.0,0,0,71.5
20200,ORD-20230324-020200,1,2023-03-24,2023-03-27,2023-03-24,,5900,1101,202,406,302,1,West,USA,Consumer,Critical,Card,Grocery,Beverages,1,42.79,43.45,0.12,42.79,5.13,37.66,24.62,13.04,2.73,0.0,0,0,80.1
20201,ORD-20230324-020201,1,2023-03-24,2023-03-26,2023-03-26,,7411,1172,205,407,0,1,South,USA,Home Office,Medium,Card,Office Supplies,Writing,1,16.01,15.16,0.0,16.01,0.0,16.01,8.93,7.08,1.16,0.0,0,1,71.3
20202,ORD-20230324-020202,1,2023-03-24,2023-03-26,2023-03-26,,8229,1133,220,454,0,4,North,USA,Corporate,High,Card,Sports,Outdoor,6,302.09,283.48,0.0,1812.54,0.0,1812.54,1057.73,754.81,131.41,7.15,0,1,73.1
20203,ORD-20230324-020203,1,2023-03-24,2023-03-27,2023-03-25,,8446,1032,216,445,0,2,East,USA,Consumer,Low,Card,Home Appliances,Kitchen,2,421.35,435.41,0.02,842.7,16.85,825.85,461.74,364.11,59.87,3.79,0,0,86.7
20204,ORD-20230324-020204,1,2023-03-24,2023-03-26,2023-03-24,,6723,1039,216,410,302,2,East,USA,Consumer,Medium,Bank Transfer,Home Appliances,Cleaning,6,536.66,561.66,0.15,3219.96,482.99,2736.97,2228.64,508.33,198.43,11.68,0,1,85.7
20205,ORD-20230324-020205,1,2023-03-24,2023-03-27,2023-03-26,,8635,1082,217,434,302,2,North,USA,Small Business,Medium,Card,Fashion,Men Apparel,3,33.57,36.13,0.15,100.71,15.11,85.6,67.98,17.62,6.21,3.79,0,0,86.7
20206,ORD-20230324-020206,1,2023-03-24,2023-03-26,2023-03-24,,6339,1088,220,459,0,4,North,USA,Consumer,High,Net Terms,Fashion,Women Apparel,1,94.64,91.3,0.0,94.64,0.0,94.64,67.0,27.64,6.86,10.47,0,1,87.8
20207,ORD-20230324-020207,1,2023-03-24,2023-03-28,2023-03-26,,5389,1049,219,415,0,3,South,USA,Corporate,Critical,Card,Home Appliances,Cooling,30,582.75,547.43,0.0,17482.5,0.0,17482.5,10990.12,6492.38,699.3,29.45,0,1,78.7
20208,ORD-20230324-020208,1,2023-03-24,2023-03-25,2023-03-25,,9654,1093,202,455,0,1,West,USA,Home Office,Medium,Net Terms,Fashion,Footwear,2,47.06,51.04,0.0,94.12,0.0,94.12,56.78,37.34,6.82,0.0,0,1,75.6
20209,ORD-20230324-020209,1,2023-03-24,2023-03-25,2023-03-24,,7927,1043,214,436,302,1,West,USA,Small Business,Critical,Card,Home Appliances,Cooling,1,471.18,442.81,0.13,471.18,61.25,409.93,261.25,148.68,29.72,0.0,0,1,80.7
20210,ORD-20230324-020210,1,2023-03-24,2023-03-24,2023-03-24,,5205,1019,212,420,0,1,South,USA,Consumer,Medium,Card,Electronics,Phone,2,1575.44,1658.31,0.0,3150.88,0.0,3150.88,2050.88,1100.0,228.44,0.0,0,1,79.2
20211,ORD-20230324-020211,1,2023-03-24,2023-03-25,2023-03-26,,6117,1094,215,442,0,2,South,USA,Consumer,Medium,Cash,Fashion,Footwear,4,143.35,133.25,0.0,573.4,0.0,573.4,281.9,291.5,41.57,8.66,0,1,89.7
20212,ORD-20230324-020212,1,2023-03-24,2023-03-26,2023-03-25,,8394,1143,204,452,302,1,South,USA,Small Business,Medium,Card,Beauty,Skincare,4,53.86,56.03,0.12,215.44,25.85,189.59,127.42,62.17,13.75,0.0,0,1,71.5
20213,ORD-20230324-020213,1,2023-03-24,2023-03-25,2023-03-24,,6313,1168,203,454,0,1,West,USA,Corporate,High,Card,Office Supplies,Paper,1,45.55,44.25,0.0,45.55,0.0,45.55,29.15,16.4,3.3,0.0,0,1,81.6
20214,ORD-20230324-020214,1,2023-03-24,2023-03-27,2023-03-25,,9757,1052,220,428,302,4,North,USA,Consumer,Medium,Wallet,Home Appliances,Laundry,2,386.44,411.27,0.12,772.88,92.75,680.13,451.44,228.69,49.31,11.21,0,1,76.0
20215,ORD-20230324-020215,1,2023-03-24,2023-03-25,2023-03-24,,8882,1151,209,417,302,1,East,USA,Consumer,Medium,Wallet,Beauty,Makeup,12,54.99,54.32,0.09,659.88,59.39,600.49,345.15,255.34,43.54,0.0,0,1,89.5
20216,ORD-20230324-020216,1,2023-03-24,2023-03-28,2023-03-26,,7911,1153,216,420,0,2,East,USA,Consumer,Medium,Bank Transfer,Beauty,Makeup,2,11.15,10.76,0.0,22.3,0.0,22.3,11.79,10.51,1.62,9.57,0,0,83.5
20217,ORD-20230324-020217,1,2023-03-24,2023-03-27,2023-03-25,,9372,1133,210,458,0,1,West,USA,Small Business,Medium,Card,Sports,Outdoor,3,268.73,282.17,0.0,806.19,0.0,806.19,550.11,256.08,58.45,0.0,0,0,81.6
20218,ORD-20230324-020218,1,2023-03-24,2023-03-25,2023-03-24,,6172,1047,205,403,0,1,South,USA,Consumer,Medium,Card,Home Appliances,Cooling,1,755.14,706.4,0.0,755.14,0.0,755.14,437.31,317.83,54.75,0.0,0,1,82.3
20219,ORD-20230324-020219,1,2023-03-24,2023-03-27,2023-03-25,,9482,1134,202,454,0,1,West,USA,Consumer,Medium,Net Terms,Sports,Athleisure,2,152.22,163.79,0.0,304.44,0.0,304.44,166.97,137.47,22.07,0.0,0,0,79.2
20220,ORD-20230324-020220,1,2023-03-24,2023-03-27,2023-03-25,,6286,1170,210,448,302,1,West,USA,Consumer,Low,Card,Office Supplies,Writing,1,32.18,31.53,0.11,32.18,3.54,28.64,15.6,13.04,2.08,0.0,0,0,84.1
20221,ORD-20230324-020221,1,2023-03-24,2023-03-24,2023-03-25,,5908,1179,220,421,0,4,North,USA,Consumer,Medium,Card,Office Supplies,Storage,1,68.55,71.82,0.0,68.55,0.0,68.55,35.28,33.27,4.97,7.4,0,1,84.0
20222,ORD-20230324-020222,1,2023-03-24,2023-03-25,2023-03-24,,5668,1071,206,417,0,1,South,USA,Consumer,Medium,Wallet,Furniture,Bedroom,6,693.18,694.73,0.0,4159.08,0.0,4159.08,2860.69,1298.39,301.53,0.0,0,1,78.3
20223,ORD-20230324-020223,1,2023-03-24,2023-03-26,2023-03-24,,7598,1130,213,403,0,1,North,USA,Corporate,Low,Wallet,Sports,Outdoor,2,96.8,101.11,0.0,193.6,0.0,193.6,117.83,75.77,14.04,0.0,0,1,75.2
20224,ORD-20230324-020224,1,2023-03-24,2023-03-26,2023-03-24,,7519,1094,218,456,306,3,North,USA,Consumer,Low,Card,Fashion,Footwear,10,128.94,127.69,0.1,1289.4,128.94,1160.46,723.78,436.68,46.42,10.83,0,1,71.5
20225,ORD-20230324-020225,1,2023-03-24,2023-03-26,2023-03-25,,8561,1040,219,401,306,3,South,USA,Small Business,High,Card,Home Appliances,Cleaning,10,413.22,392.52,0.11,4132.2,454.54,3677.66,1931.83,1745.83,147.11,22.91,0,1,79.8
20226,ORD-20230324-020226,1,2023-03-24,2023-03-29,2023-03-26,,6192,1101,219,416,0,3,South,USA,Small Business,High,Card,Grocery,Beverages,25,44.69,44.96,0.0,1117.25,0.0,1117.25,595.14,522.11,44.69,23.84,0,0,78.2
20227,ORD-20230324-020227,1,2023-03-24,2023-03-27,2023-03-25,,7939,1096,220,430,302,4,North,USA,Consumer,Medium,Card,Fashion,Footwear,1,117.01,125.13,0.11,117.01,12.87,104.14,84.98,19.16,7.55,8.98,0,1,86.8
